मां	{'noun': ['positive']}
वामपंथी_झुकाव	{'adj': ['negative']}
प्रभुत्व	{'noun': ['negative']}
पीठदर्द	{'anypos': ['negative']}
टुकड़े_टुकड़े_कर_दिया	{'adj': ['negative']}
कामुक	{'adj': ['negative']}
इस्तीफा	{'noun': ['negative']}
बड़े_करीने	{'adv': ['negative']}
पक्का	{'adj': ['negative']}
आत्महत्या	{'noun': ['negative']}
उतार-चढ़ाव	{'noun': ['negative']}
बीमार_इस्तेमाल_किया	{'adj': ['negative']}
दरिद्र_बना_दिया	{'adj': ['negative']}
क्रूरता	{'noun': ['negative'], 'anypos': ['negative']}
मुकाबला	{'noun': ['negative']}
द्वितीय_श्रेणी	{'adj': ['negative']}
मौजूदा	{'adj': ['negative']}
फंसाने	{'noun': ['negative']}
घुसपैठ	{'adj': ['negative']}
कठपुतली	{'noun': ['negative']}
लंगड़ा	{'adj': ['negative']}
अडिग	{'adj': ['negative']}
बिगड़ना	{'adj': ['negative']}
व्यथित	{'adj': ['negative']}
ख़फ़ा	{'adj': ['negative']}
चाबुक	{'noun': ['negative']}
कलह	{'noun': ['negative'], 'anypos': ['negative']}
एलर्जी	{'anypos': ['negative'], 'adj': ['negative']}
अतिचारिता	{'noun': ['negative']}
पीसना	{'noun': ['negative']}
नौकर	{'noun': ['negative']}
कठिनाइयों	{'noun': ['negative']}
अवर	{'adj': ['negative']}
वैरी	{'noun': ['negative']}
अहंकृति	{'noun': ['negative']}
चुनौतीपूर्ण	{'adj': ['negative']}
क्षणभंगुर	{'adj': ['negative']}
गंदगी	{'noun': ['negative']}
एक_तरफ	{'adj': ['negative']}
मुखर	{'adj': ['negative']}
सामान्यता	{'noun': ['negative']}
बेहद	{'adv': ['negative']}
निरक्षर	{'adj': ['negative']}
विषादपूर्वक	{'adj': ['negative']}
सारहीन	{'adj': ['negative']}
रूढ़िवादी	{'anypos': ['negative']}
विपुल	{'adj': ['negative']}
अनुशासनात्मक_सज़ा	{'anypos': ['negative']}
असामान्य	{'adj': ['negative']}
अनैतिकता	{'noun': ['negative']}
विकट	{'adj': ['negative']}
उदासी	{'noun': ['negative'], 'adj': ['negative']}
खून_बह_रहा_है	{'anypos': ['negative']}
अंधापन	{'adj': ['negative']}
असमर्थित	{'adj': ['negative']}
धोखेबाज़	{'noun': ['negative']}
कमियों	{'noun': ['negative']}
लोमड़ी	{'noun': ['negative']}
स्थिर	{'noun': ['negative'], 'adj': ['negative']}
अनमेलता	{'noun': ['negative']}
दोस्त	{'noun': ['negative']}
शोषण	{'noun': ['negative']}
बोझिल	{'adj': ['negative']}
व्यवधान	{'noun': ['negative']}
संतुलन	{'noun': ['negative']}
दुराराध्य	{'adj': ['negative']}
टक्कर	{'anypos': ['negative']}
अधीनता	{'noun': ['negative']}
ढहते	{'anypos': ['negative']}
गद्दारों	{'noun': ['negative']}
अव्यवहारिक	{'noun': ['negative']}
सोने_का	{'adj': ['negative']}
खुलेपन	{'noun': ['negative']}
स्थान	{'adj': ['negative']}
अत्यंत	{'adj': ['negative']}
मोमी	{'adj': ['negative']}
प्रशंसा	{'noun': ['negative']}
भय_व्याकुलता_से	{'anypos': ['negative']}
असंवैधानिक	{'adj': ['negative']}
घुसनेवाला	{'noun': ['negative']}
व्याकुल	{'adj': ['negative']}
कपटी	{'noun': ['negative'], 'adj': ['negative']}
बेताल	{'adj': ['negative']}
सरलीकृत	{'noun': ['negative']}
चिपचिपा	{'adj': ['negative']}
आत्मीयता	{'noun': ['negative']}
रोबदार	{'adj': ['negative']}
कमीनों	{'anypos': ['negative']}
अनैतिक	{'adj': ['negative']}
लीक_से_हटकर	{'adj': ['negative']}
दूसरों_के_साथ_साझा	{'noun': ['negative']}
रद्दी	{'adj': ['negative']}
बचत	{'noun': ['negative']}
बदनामी	{'noun': ['negative']}
तत्काल	{'adv': ['negative']}
पैदल_यात्री	{'adj': ['negative']}
दुख	{'noun': ['negative'], 'adv': ['negative']}
अशुद्ध_विचार	{'noun': ['negative']}
ऊंचा_नीचा	{'adj': ['negative']}
बेहतर_ज्ञात	{'adj': ['negative']}
मायूस	{'adj': ['negative']}
हावी	{'adj': ['negative']}
सेट_अप	{'noun': ['negative']}
क्रोध_से	{'anypos': ['negative']}
बर्बाद	{'adj': ['negative']}
खुला	{'adj': ['negative']}
प्रलय	{'noun': ['negative']}
जवाबी_उत्पादक	{'anypos': ['negative']}
लंबे_पैरों_का	{'adj': ['negative']}
छोटी_गाड़ी	{'anypos': ['negative']}
मंदबुद्धि	{'adj': ['negative']}
गड़बड़	{'noun': ['negative']}
धक्कों	{'anypos': ['negative']}
बेवक़्त	{'adj': ['negative']}
पंगु	{'anypos': ['negative']}
तुच्छ	{'noun': ['negative'], 'anypos': ['negative'], 'adj': ['negative']}
विरोधी	{'noun': ['negative'], 'adj': ['negative']}
षड़यंत्रपूर्ण	{'anypos': ['negative']}
विषमताओं	{'noun': ['negative']}
सामयिक_मज़दूर	{'noun': ['negative']}
पदच्युति	{'noun': ['negative']}
धैर्य	{'noun': ['negative']}
रॉकी	{'adj': ['negative']}
चोट_के_निशान	{'anypos': ['negative']}
बदमाशी	{'anypos': ['negative']}
लज्जाजनक	{'adj': ['negative']}
विवाद	{'noun': ['negative']}
क्लांत	{'adj': ['negative']}
कातरता	{'noun': ['negative']}
